target,mean_residual,median_residual,mean_absolute_error,residual_std,underpredicted_percentage,overpredicted_percentage
Actions / 90,-4.823399928651246,-6.5574392628900995,33.872849274871676,44.6933741729457,43.15352697095436,56.84647302904564
Progressive Passes / 90,0.014592244337629852,-0.5925368166213236,3.6873857934799905,4.85358125861979,44.08713692946058,55.91286307053942
Pass Completion Rate,0.0018623001947311816,0.009849452839391537,0.09957393581807647,0.13345293975406672,54.253112033195016,45.74688796680498
Miscontrols / 90,-0.022228085357634618,-0.3097167493117038,1.0843225132756553,1.5569556765015145,32.88381742738589,67.11618257261411
xG / 90,0.0016045633483104105,-0.042886491193612514,0.14302582572800618,0.30053687670536966,27.541493775933613,72.45850622406638
